State,District,Pincode,0-5 Age,5-17 Age,18+ Age,Total Enrolments,Child %
Tamil Nadu,Tirupattur,635811,24,11,0,35,100.0
Tamil Nadu,Tirupattur,635812,18,1,0,19,100.0
Tamil Nadu,Tirupattur,635814,8,2,0,10,100.0
Tamil Nadu,Tirupattur,635815,12,3,0,15,100.0
Tamil Nadu,Tirupattur,635851,43,1,1,45,97.78
Tamil Nadu,Tirupattur,635852,60,6,0,66,100.0
Tamil Nadu,Tirupattur,635853,21,0,0,21,100.0
Tamil Nadu,Tirupattur,635854,30,3,0,33,100.0
Tamil Nadu,Tirupattur,635901,51,1,0,52,100.0
Tamil Nadu,Tiruppur,638051,4,1,0,5,100.0
Tamil Nadu,Tiruppur,638056,20,4,0,24,100.0
Tamil Nadu,Tiruppur,638103,104,21,0,125,100.0
Tamil Nadu,Tiruppur,638105,38,8,0,46,100.0
Tamil Nadu,Tiruppur,638106,61,24,0,85,100.0
Tamil Nadu,Tiruppur,638108,22,6,0,28,100.0
Tamil Nadu,Tiruppur,638110,10,2,0,12,100.0
Tamil Nadu,Tiruppur,638111,126,33,0,159,100.0
Tamil Nadu,Tiruppur,638459,11,0,0,11,100.0
Tamil Nadu,Tiruppur,638460,21,4,0,25,100.0
Tamil Nadu,Tiruppur,638462,6,3,0,9,100.0
Tamil Nadu,Tiruppur,638656,87,12,0,99,100.0
Tamil Nadu,Tiruppur,638657,107,20,0,127,100.0
Tamil Nadu,Tiruppur,638660,61,8,0,69,100.0
Tamil Nadu,Tiruppur,638661,40,5,0,45,100.0
Tamil Nadu,Tiruppur,638672,41,5,0,46,100.0
Tamil Nadu,Tiruppur,638673,57,8,0,65,100.0
Tamil Nadu,Tiruppur,638701,176,49,0,225,100.0
Tamil Nadu,Tiruppur,638702,83,4,0,87,100.0
Tamil Nadu,Tiruppur,638703,22,0,0,22,100.0
Tamil Nadu,Tiruppur,638706,15,1,0,16,100.0
Tamil Nadu,Tiruppur,638751,29,11,0,40,100.0
Tamil Nadu,Tiruppur,638752,49,6,0,55,100.0
Tamil Nadu,Tiruppur,638812,36,3,0,39,100.0
Tamil Nadu,Tiruppur,639201,9,2,0,11,100.0
Tamil Nadu,Tiruppur,639202,10,9,0,19,100.0
Tamil Nadu,Tiruppur,641016,1,0,0,1,100.0
Tamil Nadu,Tiruppur,641103,3,0,0,3,100.0
Tamil Nadu,Tiruppur,641401,5,0,0,5,100.0
Tamil Nadu,Tiruppur,641601,58,15,0,73,100.0
Tamil Nadu,Tiruppur,641602,248,44,0,292,100.0
Tamil Nadu,Tiruppur,641603,252,32,0,284,100.0
Tamil Nadu,Tiruppur,641604,283,69,0,352,100.0
Tamil Nadu,Tiruppur,641605,178,41,0,219,100.0
Tamil Nadu,Tiruppur,641606,185,58,0,243,100.0
Tamil Nadu,Tiruppur,641607,164,40,1,205,99.51
Tamil Nadu,Tiruppur,641652,159,37,0,196,100.0
Tamil Nadu,Tiruppur,641654,279,73,2,354,99.44
Tamil Nadu,Tiruppur,641655,72,18,0,90,100.0
Tamil Nadu,Tiruppur,641658,27,14,0,41,100.0
Tamil Nadu,Tiruppur,641662,87,17,0,104,100.0
Tamil Nadu,Tiruppur,641663,135,33,1,169,99.41
Tamil Nadu,Tiruppur,641664,231,50,1,282,99.65
Tamil Nadu,Tiruppur,641665,74,18,0,92,100.0
Tamil Nadu,Tiruppur,641666,148,29,0,177,100.0
Tamil Nadu,Tiruppur,641667,40,9,0,49,100.0
Tamil Nadu,Tiruppur,641668,14,5,0,19,100.0
Tamil Nadu,Tiruppur,641669,4,1,0,5,100.0
Tamil Nadu,Tiruppur,641670,80,8,0,88,100.0
Tamil Nadu,Tiruppur,641671,26,9,0,35,100.0
Tamil Nadu,Tiruppur,641687,102,24,0,126,100.0
Tamil Nadu,Tiruppur,641697,1,0,0,1,100.0
Tamil Nadu,Tiruppur,642102,22,5,0,27,100.0
Tamil Nadu,Tiruppur,642111,18,1,0,19,100.0
Tamil Nadu,Tiruppur,642112,80,19,0,99,100.0
Tamil Nadu,Tiruppur,642113,55,8,0,63,100.0
Tamil Nadu,Tiruppur,642120,24,1,0,25,100.0
Tamil Nadu,Tiruppur,642122,42,8,0,50,100.0
Tamil Nadu,Tiruppur,642126,170,31,0,201,100.0
Tamil Nadu,Tiruppur,642128,37,6,0,43,100.0
Tamil Nadu,Tiruppur,642132,26,6,0,32,100.0
Tamil Nadu,Tiruppur,642154,132,32,0,164,100.0
Tamil Nadu,Tiruppur,642201,55,16,0,71,100.0
Tamil Nadu,Tiruppur,642202,9,1,0,10,100.0
Tamil Nadu,Tiruppur,642203,108,22,0,130,100.0
Tamil Nadu,Tiruppur,642204,100,28,0,128,100.0
Tamil Nadu,Tiruppur,642205,40,10,0,50,100.0
Tamil Nadu,Tiruppur,642206,14,4,0,18,100.0
Tamil Nadu,Tiruppur,642207,45,18,0,63,100.0
Tamil Nadu,Tiruvallur,600019,307,60,0,367,100.0
Tamil Nadu,Tiruvallur,600037,159,41,1,201,99.5
Tamil Nadu,Tiruvallur,600049,81,18,1,100,99.0
Tamil Nadu,Tiruvallur,600050,97,36,0,133,100.0
Tamil Nadu,Tiruvallur,600051,77,36,0,113,100.0
Tamil Nadu,Tiruvallur,600052,338,110,1,449,99.78
Tamil Nadu,Tiruvallur,600053,368,125,4,497,99.2
Tamil Nadu,Tiruvallur,600054,136,34,0,170,100.0
Tamil Nadu,Tiruvallur,600055,162,31,0,193,100.0
Tamil Nadu,Tiruvallur,600056,304,106,3,413,99.27
Tamil Nadu,Tiruvallur,600057,156,34,0,190,100.0
Tamil Nadu,Tiruvallur,600058,42,15,0,57,100.0
Tamil Nadu,Tiruvallur,600060,90,26,13,129,89.92
Tamil Nadu,Tiruvallur,600062,344,80,1,425,99.76
Tamil Nadu,Tiruvallur,600065,5,1,0,6,100.0
Tamil Nadu,Tiruvallur,600066,143,55,4,202,98.02
Tamil Nadu,Tiruvallur,600067,156,64,0,220,100.0
Tamil Nadu,Tiruvallur,600068,151,54,0,205,100.0
Tamil Nadu,Tiruvallur,600071,195,43,1,239,99.58
Tamil Nadu,Tiruvallur,600072,176,46,0,222,100.0
Tamil Nadu,Tiruvallur,600076,40,17,0,57,100.0
Tamil Nadu,Tiruvallur,600077,298,101,0,399,100.0
Tamil Nadu,Tiruvallur,600080,53,19,0,72,100.0
Tamil Nadu,Tiruvallur,600087,110,40,1,151,99.34
Tamil Nadu,Tiruvallur,600089,95,19,0,114,100.0
Tamil Nadu,Tiruvallur,600095,195,85,4,284,98.59
Tamil Nadu,Tiruvallur,600098,7,5,0,12,100.0
Tamil Nadu,Tiruvallur,600099,289,98,0,387,100.0
Tamil Nadu,Tiruvallur,600101,47,17,1,65,98.46
Tamil Nadu,Tiruvallur,600103,81,37,0,118,100.0
Tamil Nadu,Tiruvallur,600107,106,34,0,140,100.0
Tamil Nadu,Tiruvallur,600109,33,5,0,38,100.0
Tamil Nadu,Tiruvallur,600110,52,25,0,77,100.0
Tamil Nadu,Tiruvallur,600116,157,68,0,225,100.0
Tamil Nadu,Tiruvallur,600120,84,19,0,103,100.0
Tamil Nadu,Tiruvallur,600123,66,10,3,79,96.2
Tamil Nadu,Tiruvallur,600124,125,46,3,174,98.28
Tamil Nadu,Tiruvallur,601101,71,25,0,96,100.0
Tamil Nadu,Tiruvallur,601102,89,37,0,126,100.0
Tamil Nadu,Tiruvallur,601103,112,40,3,155,98.06
Tamil Nadu,Tiruvallur,601201,369,162,0,531,100.0
Tamil Nadu,Tiruvallur,601202,83,45,0,128,100.0
Tamil Nadu,Tiruvallur,601203,129,67,0,196,100.0
Tamil Nadu,Tiruvallur,601204,136,46,0,182,100.0
Tamil Nadu,Tiruvallur,601205,46,16,0,62,100.0
Tamil Nadu,Tiruvallur,601206,66,23,0,89,100.0
Tamil Nadu,Tiruvallur,602001,160,33,4,197,97.97
Tamil Nadu,Tiruvallur,602002,134,30,3,167,98.2
Tamil Nadu,Tiruvallur,602003,37,9,0,46,100.0
Tamil Nadu,Tiruvallur,602021,73,17,0,90,100.0
Tamil Nadu,Tiruvallur,602022,14,5,0,19,100.0
Tamil Nadu,Tiruvallur,602023,75,17,2,94,97.87
Tamil Nadu,Tiruvallur,602024,364,82,2,448,99.55
Tamil Nadu,Tiruvallur,602025,104,29,1,134,99.25
Tamil Nadu,Tiruvallur,602026,99,26,0,125,100.0
Tamil Nadu,Tiruvallur,602027,11,1,0,12,100.0
Tamil Nadu,Tiruvallur,602028,9,7,0,16,100.0
Tamil Nadu,Tiruvallur,602105,30,11,0,41,100.0
Tamil Nadu,Tiruvallur,602108,30,16,0,46,100.0
Tamil Nadu,Tiruvallur,631201,25,3,0,28,100.0
Tamil Nadu,Tiruvallur,631202,51,21,0,72,100.0
Tamil Nadu,Tiruvallur,631203,138,35,2,175,98.86
Tamil Nadu,Tiruvallur,631204,43,8,0,51,100.0
Tamil Nadu,Tiruvallur,631205,70,22,0,92,100.0
Tamil Nadu,Tiruvallur,631206,34,4,0,38,100.0
Tamil Nadu,Tiruvallur,631207,70,23,0,93,100.0
Tamil Nadu,Tiruvallur,631208,125,32,0,157,100.0
Tamil Nadu,Tiruvallur,631209,140,9,0,149,100.0
Tamil Nadu,Tiruvallur,631210,80,15,0,95,100.0
Tamil Nadu,Tiruvallur,631211,17,0,0,17,100.0
Tamil Nadu,Tiruvallur,631212,29,5,0,34,100.0
Tamil Nadu,Tiruvallur,631213,5,0,0,5,100.0
Tamil Nadu,Tiruvallur,631301,48,13,0,61,100.0
Tamil Nadu,Tiruvallur,631302,96,28,0,124,100.0
Tamil Nadu,Tiruvallur,631303,66,13,0,79,100.0
Tamil Nadu,Tiruvallur,631304,39,6,0,45,100.0
Tamil Nadu,Tiruvallur,631402,70,24,0,94,100.0
Tamil Nadu,Tiruvannamalai,604401,73,8,1,82,98.78
Tamil Nadu,Tiruvannamalai,604402,87,12,0,99,100.0
Tamil Nadu,Tiruvannamalai,604403,84,14,0,98,100.0
Tamil Nadu,Tiruvannamalai,604404,46,4,0,50,100.0
Tamil Nadu,Tiruvannamalai,604405,62,10,0,72,100.0
Tamil Nadu,Tiruvannamalai,604406,94,15,0,109,100.0
Tamil Nadu,Tiruvannamalai,604407,197,44,0,241,100.0
Tamil Nadu,Tiruvannamalai,604408,248,31,1,280,99.64
Tamil Nadu,Tiruvannamalai,604409,33,2,0,35,100.0
Tamil Nadu,Tiruvannamalai,604410,65,5,0,70,100.0
Tamil Nadu,Tiruvannamalai,604501,69,10,0,79,100.0
Tamil Nadu,Tiruvannamalai,604502,54,5,0,59,100.0
Tamil Nadu,Tiruvannamalai,604503,56,4,0,60,100.0
Tamil Nadu,Tiruvannamalai,604504,65,6,0,71,100.0
Tamil Nadu,Tiruvannamalai,604505,54,9,0,63,100.0
Tamil Nadu,Tiruvannamalai,604601,95,5,0,100,100.0
Tamil Nadu,Tiruvannamalai,606601,247,23,0,270,100.0
Tamil Nadu,Tiruvannamalai,606603,124,19,6,149,95.97
Tamil Nadu,Tiruvannamalai,606604,115,19,0,134,100.0
Tamil Nadu,Tiruvannamalai,606611,87,5,0,92,100.0
Tamil Nadu,Tiruvannamalai,606701,75,2,2,79,97.47
Tamil Nadu,Tiruvannamalai,606702,99,11,0,110,100.0
Tamil Nadu,Tiruvannamalai,606703,108,28,5,141,96.45
Tamil Nadu,Tiruvannamalai,606704,145,12,1,158,99.37
Tamil Nadu,Tiruvannamalai,606705,99,9,1,109,99.08
Tamil Nadu,Tiruvannamalai,606706,84,10,0,94,100.0
Tamil Nadu,Tiruvannamalai,606707,131,20,1,152,99.34
Tamil Nadu,Tiruvannamalai,606708,387,36,2,425,99.53
Tamil Nadu,Tiruvannamalai,606709,121,12,3,136,97.79
Tamil Nadu,Tiruvannamalai,606710,79,13,2,94,97.87
Tamil Nadu,Tiruvannamalai,606751,123,7,0,130,100.0
Tamil Nadu,Tiruvannamalai,606752,88,9,0,97,100.0
Tamil Nadu,Tiruvannamalai,606753,180,19,0,199,100.0
Tamil Nadu,Tiruvannamalai,606754,59,9,0,68,100.0
Tamil Nadu,Tiruvannamalai,606755,106,9,0,115,100.0
Tamil Nadu,Tiruvannamalai,606801,77,3,0,80,100.0
Tamil Nadu,Tiruvannamalai,606802,81,6,0,87,100.0
Tamil Nadu,Tiruvannamalai,606803,223,14,2,239,99.16
Tamil Nadu,Tiruvannamalai,606804,102,7,0,109,100.0
Tamil Nadu,Tiruvannamalai,606805,64,10,0,74,100.0
Tamil Nadu,Tiruvannamalai,606806,44,5,0,49,100.0
Tamil Nadu,Tiruvannamalai,606807,30,2,0,32,100.0
Tamil Nadu,Tiruvannamalai,606808,45,5,0,50,100.0
Tamil Nadu,Tiruvannamalai,606811,41,7,0,48,100.0
Tamil Nadu,Tiruvannamalai,606901,147,13,2,162,98.77
Tamil Nadu,Tiruvannamalai,606902,134,10,0,144,100.0
Tamil Nadu,Tiruvannamalai,606903,121,6,0,127,100.0
Tamil Nadu,Tiruvannamalai,606904,98,7,0,105,100.0
Tamil Nadu,Tiruvannamalai,606905,106,9,0,115,100.0
Tamil Nadu,Tiruvannamalai,606906,53,0,0,53,100.0
Tamil Nadu,Tiruvannamalai,606907,123,3,0,126,100.0
Tamil Nadu,Tiruvannamalai,606908,81,6,1,88,98.86
Tamil Nadu,Tiruvannamalai,631701,64,10,0,74,100.0
Tamil Nadu,Tiruvannamalai,631702,83,11,0,94,100.0
Tamil Nadu,Tiruvannamalai,632102,57,7,1,65,98.46
Tamil Nadu,Tiruvannamalai,632301,107,12,0,119,100.0
Tamil Nadu,Tiruvannamalai,632311,64,3,0,67,100.0
Tamil Nadu,Tiruvannamalai,632312,14,4,0,18,100.0
Tamil Nadu,Tiruvannamalai,632313,58,6,0,64,100.0
Tamil Nadu,Tiruvannamalai,632314,40,2,0,42,100.0
Tamil Nadu,Tiruvannamalai,632315,97,5,0,102,100.0
Tamil Nadu,Tiruvannamalai,632316,98,7,0,105,100.0
Tamil Nadu,Tiruvannamalai,632317,128,10,0,138,100.0
Tamil Nadu,Tiruvannamalai,632318,4,0,0,4,100.0
Tamil Nadu,Tiruvannamalai,632319,1,0,0,1,100.0
Tamil Nadu,Tiruvannamalai,632326,35,2,0,37,100.0
Tamil Nadu,Tiruvannamalai,632506,5,0,0,5,100.0
Tamil Nadu,Tiruvannamalai,632511,61,2,1,64,98.44
Tamil Nadu,Tiruvannamalai,632512,27,1,0,28,100.0
Tamil Nadu,Tiruvannamalai,632518,17,1,0,18,100.0
Tamil Nadu,Tiruvannamalai,635703,187,25,1,213,99.53
Tamil Nadu,Tiruvarur,609503,1,0,0,1,100.0
Tamil Nadu,Tuticorin,628801,1,1,0,2,100.0
Tamil Nadu,Vellore,517401,1,0,0,1,100.0
Tamil Nadu,Vellore,604407,10,2,0,12,100.0
Tamil Nadu,Vellore,631001,46,5,0,51,100.0
Tamil Nadu,Vellore,631002,112,13,0,125,100.0
Tamil Nadu,Vellore,631003,133,24,0,157,100.0
Tamil Nadu,Vellore,631004,47,10,0,57,100.0
Tamil Nadu,Vellore,631005,7,1,0,8,100.0
Tamil Nadu,Vellore,631006,1,0,0,1,100.0
Tamil Nadu,Vellore,631051,104,18,0,122,100.0
Tamil Nadu,Vellore,631052,118,16,0,134,100.0
Tamil Nadu,Vellore,631101,43,7,0,50,100.0
Tamil Nadu,Vellore,631102,162,27,0,189,100.0
Tamil Nadu,Vellore,631151,65,15,0,80,100.0
Tamil Nadu,Vellore,632001,336,45,14,395,96.46
Tamil Nadu,Vellore,632002,177,24,0,201,100.0
Tamil Nadu,Vellore,632004,57,11,0,68,100.0
Tamil Nadu,Vellore,632006,114,16,0,130,100.0
Tamil Nadu,Vellore,632007,91,8,0,99,100.0
Tamil Nadu,Vellore,632008,42,4,0,46,100.0
Tamil Nadu,Vellore,632009,125,19,0,144,100.0
Tamil Nadu,Vellore,632010,17,0,0,17,100.0
Tamil Nadu,Vellore,632011,40,7,0,47,100.0
Tamil Nadu,Vellore,632012,65,14,0,79,100.0
Tamil Nadu,Vellore,632013,56,5,0,61,100.0
Tamil Nadu,Vellore,632014,18,1,2,21,90.48
Tamil Nadu,Vellore,632055,24,3,0,27,100.0
Tamil Nadu,Vellore,632057,29,0,1,30,96.67
Tamil Nadu,Vellore,632058,21,2,0,23,100.0
Tamil Nadu,Vellore,632059,16,0,0,16,100.0
Tamil Nadu,Vellore,632101,59,8,0,67,100.0
Tamil Nadu,Vellore,632102,26,5,0,31,100.0
Tamil Nadu,Vellore,632103,69,37,0,106,100.0
Tamil Nadu,Vellore,632104,65,3,0,68,100.0
Tamil Nadu,Vellore,632105,80,14,0,94,100.0
Tamil Nadu,Vellore,632106,47,4,0,51,100.0
Tamil Nadu,Vellore,632107,80,11,0,91,100.0
Tamil Nadu,Vellore,632113,45,5,1,51,98.04
Tamil Nadu,Vellore,632114,31,2,0,33,100.0
Tamil Nadu,Vellore,632201,11,1,0,12,100.0
Tamil Nadu,Vellore,632202,103,9,1,113,99.12
Tamil Nadu,Vellore,632203,15,0,0,15,100.0
Tamil Nadu,Vellore,632204,53,3,1,57,98.25
Tamil Nadu,Vellore,632209,47,3,1,51,98.04
Tamil Nadu,Vellore,632311,17,0,0,17,100.0
Tamil Nadu,Vellore,632312,29,1,0,30,100.0
Tamil Nadu,Vellore,632318,35,2,0,37,100.0
Tamil Nadu,Vellore,632319,32,4,0,36,100.0
Tamil Nadu,Vellore,632401,83,9,0,92,100.0
Tamil Nadu,Vellore,632403,17,13,0,30,100.0
Tamil Nadu,Vellore,632404,119,11,0,130,100.0
Tamil Nadu,Vellore,632405,64,5,0,69,100.0
Tamil Nadu,Vellore,632406,20,0,0,20,100.0
Tamil Nadu,Vellore,632501,123,10,0,133,100.0
Tamil Nadu,Vellore,632502,41,12,0,53,100.0
Tamil Nadu,Vellore,632503,159,18,0,177,100.0
Tamil Nadu,Vellore,632504,29,3,1,33,96.97
Tamil Nadu,Vellore,632505,96,12,0,108,100.0
Tamil Nadu,Vellore,632506,118,19,1,138,99.28
Tamil Nadu,Vellore,632507,71,10,0,81,100.0
Tamil Nadu,Vellore,632508,85,18,0,103,100.0
Tamil Nadu,Vellore,632509,249,25,0,274,100.0
Tamil Nadu,Vellore,632510,70,13,0,83,100.0
Tamil Nadu,Vellore,632511,14,0,0,14,100.0
Tamil Nadu,Vellore,632512,86,13,0,99,100.0
Tamil Nadu,Vellore,632513,152,21,1,174,99.43
Tamil Nadu,Vellore,632514,41,8,0,49,100.0
Tamil Nadu,Vellore,632515,50,8,1,59,98.31
Tamil Nadu,Vellore,632516,21,5,0,26,100.0
Tamil Nadu,Vellore,632517,72,4,0,76,100.0
Tamil Nadu,Vellore,632518,31,5,0,36,100.0
Tamil Nadu,Vellore,632519,40,2,1,43,97.67
Tamil Nadu,Vellore,632520,59,10,0,69,100.0
Tamil Nadu,Vellore,632521,58,7,0,65,100.0
Tamil Nadu,Vellore,632531,49,13,0,62,100.0
Tamil Nadu,Vellore,632601,91,22,0,113,100.0
Tamil Nadu,Vellore,632602,283,58,11,352,96.88
Tamil Nadu,Vellore,632603,49,3,0,52,100.0
Tamil Nadu,Vellore,632604,3,1,0,4,100.0
Tamil Nadu,Vellore,635601,150,22,0,172,100.0
Tamil Nadu,Vellore,635602,103,17,0,120,100.0
Tamil Nadu,Vellore,635651,118,12,0,130,100.0
Tamil Nadu,Vellore,635652,66,14,0,80,100.0
Tamil Nadu,Vellore,635653,121,15,0,136,100.0
Tamil Nadu,Vellore,635654,54,10,0,64,100.0
Tamil Nadu,Vellore,635655,48,8,0,56,100.0
Tamil Nadu,Vellore,635701,53,13,0,66,100.0
Tamil Nadu,Vellore,635702,53,8,0,61,100.0
Tamil Nadu,Vellore,635710,33,10,0,43,100.0
Tamil Nadu,Vellore,635751,304,56,0,360,100.0
Tamil Nadu,Vellore,635752,99,13,0,112,100.0
Tamil Nadu,Vellore,635754,91,17,0,108,100.0
Tamil Nadu,Vellore,635801,102,15,0,117,100.0
Tamil Nadu,Vellore,635802,154,32,0,186,100.0
Tamil Nadu,Vellore,635803,62,6,0,68,100.0
Tamil Nadu,Vellore,635804,44,10,0,54,100.0
Tamil Nadu,Vellore,635805,62,18,0,80,100.0
Tamil Nadu,Vellore,635806,48,6,0,54,100.0
Tamil Nadu,Vellore,635807,19,2,0,21,100.0
Tamil Nadu,Vellore,635808,50,7,0,57,100.0
Tamil Nadu,Vellore,635809,95,14,0,109,100.0
Tamil Nadu,Vellore,635810,434,122,16,572,97.2
Tamil Nadu,Vellore,635811,38,12,0,50,100.0
Tamil Nadu,Vellore,635812,26,2,0,28,100.0
Tamil Nadu,Vellore,635813,40,9,0,49,100.0
Tamil Nadu,Vellore,635814,31,9,0,40,100.0
Tamil Nadu,Vellore,635815,21,4,0,25,100.0
Tamil Nadu,Vellore,635851,112,16,0,128,100.0
Tamil Nadu,Vellore,635852,61,9,0,70,100.0
Tamil Nadu,Vellore,635853,49,4,0,53,100.0
Tamil Nadu,Vellore,635854,87,15,0,102,100.0
Tamil Nadu,Vellore,635901,79,15,0,94,100.0
Tamil Nadu,Villupuram,604001,219,30,0,249,100.0
Tamil Nadu,Villupuram,604101,55,3,0,58,100.0
Tamil Nadu,Villupuram,604102,93,7,0,100,100.0
Tamil Nadu,Villupuram,604151,55,9,0,64,100.0
Tamil Nadu,Villupuram,604152,37,9,0,46,100.0
Tamil Nadu,Villupuram,604153,21,6,0,27,100.0
Tamil Nadu,Villupuram,604154,41,9,0,50,100.0
Tamil Nadu,Villupuram,604201,103,6,0,109,100.0
Tamil Nadu,Villupuram,604202,92,11,0,103,100.0
Tamil Nadu,Villupuram,604203,44,5,0,49,100.0
Tamil Nadu,Villupuram,604204,102,14,0,116,100.0
Tamil Nadu,Villupuram,604205,83,11,0,94,100.0
Tamil Nadu,Villupuram,604206,69,3,0,72,100.0
Tamil Nadu,Villupuram,604207,115,8,0,123,100.0
Tamil Nadu,Villupuram,604208,36,8,0,44,100.0
Tamil Nadu,Villupuram,604210,37,2,0,39,100.0
Tamil Nadu,Villupuram,604301,182,12,0,194,100.0
Tamil Nadu,Villupuram,604302,124,7,0,131,100.0
Tamil Nadu,Villupuram,604303,106,19,0,125,100.0
Tamil Nadu,Villupuram,604304,47,11,0,58,100.0
Tamil Nadu,Villupuram,604305,29,3,0,32,100.0
Tamil Nadu,Villupuram,604306,66,15,0,81,100.0
Tamil Nadu,Villupuram,604307,79,5,0,84,100.0
Tamil Nadu,Villupuram,605006,1,0,0,1,100.0
Tamil Nadu,Villupuram,605014,17,1,0,18,100.0
Tamil Nadu,Villupuram,605101,7,0,0,7,100.0
Tamil Nadu,Villupuram,605102,50,2,0,52,100.0
Tamil Nadu,Villupuram,605103,135,34,0,169,100.0
Tamil Nadu,Villupuram,605104,55,4,0,59,100.0
Tamil Nadu,Villupuram,605105,77,9,0,86,100.0
Tamil Nadu,Villupuram,605106,29,1,0,30,100.0
Tamil Nadu,Villupuram,605107,41,2,0,43,100.0
Tamil Nadu,Villupuram,605108,90,8,0,98,100.0
Tamil Nadu,Villupuram,605109,37,6,0,43,100.0
Tamil Nadu,Villupuram,605110,4,0,0,4,100.0
Tamil Nadu,Villupuram,605111,41,1,0,42,100.0
Tamil Nadu,Villupuram,605201,71,20,0,91,100.0
Tamil Nadu,Villupuram,605202,50,12,0,62,100.0
Tamil Nadu,Villupuram,605203,96,25,0,121,100.0
Tamil Nadu,Villupuram,605301,88,14,0,102,100.0
Tamil Nadu,Villupuram,605302,50,4,0,54,100.0
Tamil Nadu,Villupuram,605401,75,6,0,81,100.0
Tamil Nadu,Villupuram,605402,115,23,0,138,100.0
Tamil Nadu,Villupuram,605403,1,0,0,1,100.0
Tamil Nadu,Villupuram,605501,89,12,0,101,100.0
Tamil Nadu,Villupuram,605502,14,5,0,19,100.0
Tamil Nadu,Villupuram,605601,84,16,0,100,100.0
Tamil Nadu,Villupuram,605602,144,9,0,153,100.0
Tamil Nadu,Villupuram,605651,58,13,1,72,98.61
Tamil Nadu,Villupuram,605652,103,17,0,120,100.0
Tamil Nadu,Villupuram,605701,112,22,0,134,100.0
Tamil Nadu,Villupuram,605702,74,12,1,87,98.85
Tamil Nadu,Villupuram,605751,87,22,1,110,99.09
Tamil Nadu,Villupuram,605752,38,6,0,44,100.0
Tamil Nadu,Villupuram,605754,28,6,0,34,100.0
Tamil Nadu,Villupuram,605755,89,21,0,110,100.0
Tamil Nadu,Villupuram,605756,15,3,0,18,100.0
Tamil Nadu,Villupuram,605757,27,3,0,30,100.0
Tamil Nadu,Villupuram,605758,37,10,0,47,100.0
Tamil Nadu,Villupuram,605759,21,1,0,22,100.0
Tamil Nadu,Villupuram,605766,55,8,0,63,100.0
Tamil Nadu,Villupuram,605801,58,8,0,66,100.0
Tamil Nadu,Villupuram,605802,54,7,0,61,100.0
Tamil Nadu,Villupuram,605803,115,29,0,144,100.0
Tamil Nadu,Villupuram,606102,77,14,0,91,100.0
Tamil Nadu,Villupuram,606104,10,2,0,12,100.0
Tamil Nadu,Villupuram,606107,63,16,0,79,100.0
Tamil Nadu,Villupuram,606115,23,0,0,23,100.0
Tamil Nadu,Villupuram,606201,115,29,0,144,100.0
Tamil Nadu,Villupuram,606202,64,7,0,71,100.0
Tamil Nadu,Villupuram,606203,40,14,0,54,100.0
Tamil Nadu,Villupuram,606204,69,11,0,80,100.0
Tamil Nadu,Villupuram,606205,100,13,0,113,100.0
Tamil Nadu,Villupuram,606206,125,24,0,149,100.0
Tamil Nadu,Villupuram,606207,109,28,0,137,100.0
Tamil Nadu,Villupuram,606208,66,12,0,78,100.0
Tamil Nadu,Villupuram,606213,57,3,0,60,100.0
Tamil Nadu,Villupuram,606301,54,9,0,63,100.0
Tamil Nadu,Villupuram,606305,41,9,0,50,100.0
Tamil Nadu,Villupuram,606401,147,24,0,171,100.0
Tamil Nadu,Villupuram,606402,97,10,0,107,100.0
Tamil Nadu,Villupuram,606754,3,0,0,3,100.0
Tamil Nadu,Villupuram,607101,17,7,0,24,100.0
Tamil Nadu,Villupuram,607104,7,2,0,9,100.0
Tamil Nadu,Villupuram,607107,46,14,0,60,100.0
Tamil Nadu,Villupuram,607109,3,0,0,3,100.0
Tamil Nadu,Villupuram,607201,43,8,0,51,100.0
Tamil Nadu,Villupuram,607202,35,6,0,41,100.0
Tamil Nadu,Villupuram,607203,63,14,0,77,100.0
Tamil Nadu,Villupuram,607204,63,13,0,76,100.0
Tamil Nadu,Villupuram,607209,45,10,0,55,100.0
Tamil Nadu,Villupuram,607402,4,1,0,5,100.0
Tamil Nadu,Villupuram,607805,1,0,0,1,100.0
Tamil Nadu,Viluppuram,604001,177,24,0,201,100.0
Tamil Nadu,Viluppuram,604101,51,8,0,59,100.0
Tamil Nadu,Viluppuram,604102,76,13,0,89,100.0
Tamil Nadu,Viluppuram,604151,46,4,0,50,100.0
Tamil Nadu,Viluppuram,604152,24,10,0,34,100.0
Tamil Nadu,Viluppuram,604153,19,3,0,22,100.0
Tamil Nadu,Viluppuram,604154,57,6,0,63,100.0
Tamil Nadu,Viluppuram,604201,68,3,0,71,100.0
Tamil Nadu,Viluppuram,604202,53,7,0,60,100.0
Tamil Nadu,Viluppuram,604203,20,11,0,31,100.0
Tamil Nadu,Viluppuram,604204,59,8,0,67,100.0
Tamil Nadu,Viluppuram,604205,51,11,0,62,100.0
Tamil Nadu,Viluppuram,604206,52,8,0,60,100.0
Tamil Nadu,Viluppuram,604207,81,9,0,90,100.0
Tamil Nadu,Viluppuram,604208,43,4,0,47,100.0
Tamil Nadu,Viluppuram,604210,22,6,0,28,100.0
Tamil Nadu,Viluppuram,604301,105,15,0,120,100.0
Tamil Nadu,Viluppuram,604302,74,8,0,82,100.0
Tamil Nadu,Viluppuram,604303,93,18,0,111,100.0
